  id   |  input   |                  output                  
 27672 | 00071F05 | 1e6ababf30024aac2b4ce794e854d1ac1246b90f
 27673 | 00071F06 | 649323398db4b07a518d34db58fc555e815c6592
 27674 | 00071F07 | 88b9e063cc01b7024438ddbc6f78d0d006cc3395
 27675 | 00071F08 | 71fd908f9511f52192714ea9ef7cd6b004393c1c
 27676 | 00071F09 | 2405bf322f03c9b3cd688bead6a004ed639d48c5
 27677 | 00071F0A | 540f084b334ef00313e558f752baf087feae63c5
 27678 | 00071F0B | b31b453028899feb41591f0550805a0a61e79cce
 27679 | 00071F0C | ca6cef263faced5b5b7fb1d0f696a7c5062d1464
 27680 | 00071F0D | 030d42740adc540908d31aa7ee4845ccc85a1dee
 27681 | 00071F0E | 901b66dca50ddf7afe20bbe74f8f78d01b54241e
 27682 | 00071F0F | c2153efb6ff46de9f51d31e4481402f0bd57a795
 27683 | 00071F10 | b06f44f498e7424ed276e3fc7d779334596c19d9
 27684 | 00071F11 | a28d1adabd08c20c6d3c96e64dfa3af957029dcd
 27685 | 00071F12 | 83c82bba1d4468e9a4daafa4ec6ae6a41aefe572
 27686 | 00071F13 | 4ad0c7f9d3ccd7ef855f4fee3b10584d03f1017b
 27687 | 00071F14 | ca5b82ce30f6bef2b2dd789ec5821284601bf4cf
 27688 | 00071F15 | 07c266e7eca011ddbdc334c348de439e9593b107
 27689 | 00071F16 | 4d0436262cc6865fb2b7ed8e1d6f44e1c44fa433
 27690 | 00071F17 | 2e073b4fd588e8ca859c32c0ade0af5ea8c7f1a6
 27691 | 00071F18 | 6cea75ecae43e6f7a75a971515f67d93eb1fa588
 27692 | 00071F19 | 441e338392618f142e6dc9ea2663079ccff6ea83
 27693 | 00071F1A | 209a0214c9913dd635512cfac03b3ab7f4ee2beb
 27694 | 00071F1B | eec639ca690dd5ebf25859dad815780bff418840
 27695 | 00071F1C | 16357253f34d9727cf90775907df804f70c00fb1
 27696 | 00071F1D | 56821ac4e3aa8551bbe6f76d5e1195bca3559792
 27697 | 00071F1E | 321664e281a5f776c9b088230d4ec1d2f1b3d255
 27698 | 00071F1F | f1cbfb99496e8cd3ca46e0dd11b225dd2e2796cd
 27699 | 00071F20 | 9bac587fd833d4ac75d8e9e413218fe5e85584c8
 27700 | 00071F21 | 87fe15ada2d4d1ac5a443783cf5bd90339fe92ae
 27701 | 00071F22 | 89dc952af3192947c8a61dff1077d9bddce6a719
 27702 | 00071F23 | ac00a0e7dda0eea2f67cb2ef615433ab27800917
 27703 | 00071F24 | 028c3337211c02e8a189f1173ca5f4ff2d6e86cb
 27704 | 00071F25 | 20905d492077d561e94b84dc816374b2643df5a2
 27705 | 00071F26 | 918042fd7e7d08d5eafce56b4b2c1b73d422853f
 27706 | 00071F27 | ce019e40baabbccd35c54d86537fa402949a8768
 27707 | 00071F28 | c0cb50ead197b6dc8c7474e928c166840fc1fc59
 27708 | 00071F29 | 59cba7640c2611baf2a2380c96e2cd56085a9d46
 27709 | 00071F2A | e624a525e18701d112d7daa5b9163f6e734ad33c
 27710 | 00071F2B | c239462969aa6bfc896015e99b8ada60b4ce7387
 27711 | 00071F2C | 91bee6b40e275faf83c46094d42771571b645dae
 27712 | 00071F2D | 8d7e2a126ee6b97ec2538c2b1192cb19eef5e98c
 27713 | 00071F2E | ad64988064874337eed32df59c9adf3d3fcc93d6
 27714 | 00071F2F | a5b8aafaaff696fe0825fd3d131d0ef982a516b4
 27715 | 00071F30 | 974d38fe5593279167d6546883967c17f31d5e7a
 27716 | 00071F31 | b590c5a5819f4bc640a0b5463edc98aeeab289bf
 27717 | 00071F32 | f8a4fe5d37d9b346c157c3399dbbdecda9e1fb1b
 27718 | 00071F33 | 3b4c553cc710d136925f92db12d79d2d84ca520d
 27719 | 00071F34 | 08f9ce930cd20af6a031af62847195d0219b04af
 27720 | 00071F35 | 23dd6904a81e051565188bdc968449d3a254f674
 27721 | 00071F36 | 8d3ca615135636dcea5ef95f17bf00e518dd2393
 27722 | 00071F37 | 3eadd477eac919243686d001bf96848a84f6bf6b
 27723 | 00071F38 | 709b0aa4ba845d13811e4e2b1f4a2b3b24125054
 27724 | 00071F39 | bcb0892c05f8c2e13e5e15ab9ff5d32d498863f7
 27725 | 00071F3A | 6923a484b3547ba3725b94977930e82e115adfbe
 27726 | 00071F3B | b68b44af82a9c4550670618d0918bcbcb395a10d
 27727 | 00071F3C | a06f62ac0c8610fe0f59a169fab01cc4e5d438f3
 27728 | 00072001 | 12368c6dee87c3eb4bb8a2d8df359bbb0b6235b6
 27729 | 00072002 | 32517590fdf2dfa75e8750c31f8eacba7ad22e48
 27730 | 00072003 | 3d75fb54bfba5bc98a164e9fd6d0ab0dae19e578
 27731 | 00072004 | 1a5037c78c3ffd371d8bdb3cfbcfa6472d5f5b8e
 27732 | 00072005 | 185549209803ca455d3297b44050cb84b9fc7f7f
 27733 | 00072006 | 4db7b413c72751c492dd824b28a3d541374942db
 27734 | 00072007 | dd3ee7ca106102567c1585bb06b7baf25b9a50c4
 27735 | 00072008 | 53b656c54cc6bf3e811db0bb527faedc8c832176
 27736 | 00072009 | a131f23d498da64a30fd5f7ebb5e6b38e3c4f966
 27737 | 0007200A | f49d4d1b6cf2b870a65589971d5943df3c3164de
 27738 | 0007200B | df97f29db027451b30788e4d2646d4b606d71479
 27739 | 0007200C | b559c47cf41094e2494c2c80efc3e734ede9bb36
 27740 | 0007200D | 23506f13aa217c143643a0ccdd89a772341824d4
 27741 | 0007200E | 7e4cdd53f60071fe6b4f2ecc1f5b5e5e73d40a01
 27742 | 0007200F | f63ea69cb8cccfa8d8fe8e4b826a732a60ec4ae4
 27743 | 00072010 | 3fab287852426f6561f628f9885dec79266b1019
 27744 | 00072011 | cd0d21eda8b5877ffc7eed2b1ab37def7a3c54d6
 27745 | 00072012 | 3d0b38759a33c182014273b1d29192770eeea6e2
 27746 | 00072013 | c92c36d72af180efa23912797c77ac45ff25db37
 27747 | 00072014 | 26b86c6ccc1e4daf0a7b9189fd7513543d090378
 27748 | 00072015 | bdcf6804c85e17f68323cf8c8e60984d483c47c0
 27749 | 00072016 | a0f02ce868e8837774a7e1c03d70d6d7118718e4
 27750 | 00072017 | 738a908e51a7ece47949dc0cadefb41701c950e5
 27751 | 00072018 | 0435a673340230570eafd85bf0bd79770b374572
 27752 | 00072019 | 2babd2d1f5d695db123e2a5a0673d59a76ec1b33
 27753 | 0007201A | 8cc2ae6292af42f040bb21925bd4a94dc3ad6eb9
 27754 | 0007201B | 676e4bfcba654d342f7caff739c23c73cb5569fe
 27755 | 0007201C | 2c47d9733c72a749f705794df77b83553db31536
 27756 | 0007201D | d86f238e8ca361f0e23b205f97d44427f8846adb
 27757 | 0007201E | 03f68654642305eeda2c5649b211fe499a8d8aa1
 27758 | 0007201F | 6d9e15bd4d4ec270b1fa5943baa1cf3a295f1728
 27759 | 00072020 | 28d1e9ab5c514abeaf71f23ef986cc5474a05b7b
 27760 | 00072021 | 42a8bd87bb3b6c4aa150cfb34334c48361792810
 27761 | 00072022 | 48240826b455eb3aa544a1d5e1501edd8f1282d9
 27762 | 00072023 | 73c1f7b5ae647cb7bf88d19783a16e9ef7026f50
 27763 | 00072024 | 3a0c850bd4fed8a28eb9d921581b34fde4635334
 27764 | 00072025 | 56104472f4ffc58b349cd5cd3f2d75331dba39dc
 27765 | 00072026 | 16c497ddcc17fe436321e3b865d297f9fe01be5d
 27766 | 00072027 | 54f269577d2d514be5893bf0a50c6aa155e9dc8a
 27767 | 00072028 | 31338d606494a7c8da743c6d7959456d699ef437
 27768 | 00072029 | e21b5fbb81173e6cefaf600f3998455c83edc604
 27769 | 0007202A | bd14acfa4172ccdfb65035f962b253e222fc3563
 27770 | 0007202B | ff0ae0f39fbe9ce4fc4ce9791548c5ea1ce7fdf4
 27771 | 0007202C | 2e4430265b7e8409a958da75a788de8c8e09d36d
 27772 | 0007202D | 2adc91897e2fe036db4dbfe60a35af437b467377
 27773 | 0007202E | 94cc43e0434d7673a9ebd3a23f6a82de58340bbd
 27774 | 0007202F | 257a9b3a280a051f998b985daac70a28394febe4
 27775 | 00072030 | ee513159ce4f35be81ada3cf7cd2db2344e9b4e4
 27776 | 00072031 | 7874af45a5b58198293d111185cd54240898101b
 27777 | 00072032 | 901403eb9cf8c1a6a81372c6d78eb4d5ee3799ad
 27778 | 00072033 | d17f0a57b7a6f4455920676f34bc5a47bf5e07f0
 27779 | 00072034 | dee58625b523858d8cb237600d9dfc5d1359847b
 27780 | 00072035 | 1d17f8e3e849521207b42d68bc85ee7ff5d7e1ce
 27781 | 00072036 | 0837a2a4471ccfa0c7043daf6398f29c214eef82
 27782 | 00072037 | cc112f8fa48920838fe74ad1223d2d942fc64077
 27783 | 00072038 | bfd8e35ccf88b5fb8179f3cd335d19f4a56f57d6
 27784 | 00072039 | 398333ebd92908026adc6cdd7b6d064add90d933
 27785 | 0007203A | f5bb49084993f70f893b25748c259424bf64810e
 27786 | 0007203B | 3d922fc9a53a5933e6bea915fcb6263dfac3a1e1
 27787 | 0007203C | 5b79bfbd990616ccfd5d1e5a45473b8f13c21630
 27788 | 00072101 | 004df5755033f913e9655f7297382c48428a178c
 27789 | 00072102 | b75f98ab42ef0a5dcb8c6a582c584eb733c87b26
 27790 | 00072103 | 09a06c6b8e7e11ae85d5ef337a3f7082790fb937
 27791 | 00072104 | 32acf1a75301e8250ac6d4fe2ba8a1bdbbd318c5
 27792 | 00072105 | c3fd2cf29552fef4c8fe36b2fce1f27aac94b0e2
 27793 | 00072106 | e328aba9b3ce45b719fbab705fa4842ada2f9c50
 27794 | 00072107 | b672f99f077c984969f1f2d707e5fdd5049fc0b8
 27795 | 00072108 | 09133db5ecb9f97da916d4853d9625e94b5eba5f
 27796 | 00072109 | a65a550d4ebe481923f3e1496ff0aab0fde85635
 27797 | 0007210A | c8c92e9138cee4021a3a6df9cf16d1ab3c6a903a
 27798 | 0007210B | b4bad32e871529e2cec24709fc71cd658b683fae
 27799 | 0007210C | 12d46164ffadb6a77b5865d56fdc21bc11b309ae
 27800 | 0007210D | 7cebb2fda3f872cd02534dc5e619f5bec7f06365
 27801 | 0007210E | fe1be5c93a80bbc0800d2d4eee575a73aeac6918
 27802 | 0007210F | 636edf4b1830a2125b53d0d98627aeba225cd85a
 27803 | 00072110 | 4750c090d33187fabc9def3a48a8f789ed301688
 27804 | 00072111 | 3b245bc78f870636ac7a3e214fa77ba8c521e3dc
 27805 | 00072112 | ce5e726f76af7cd3e471e9ed75931be3432643a8
 27806 | 00072113 | 5434bef2c95207231b7e398d959596daee4ffe77
 27807 | 00072114 | 3c1d7c93df5ca8d621500c8a2fff332d99156971
 27808 | 00072115 | 82fce66ad41a524060a5ea36a205bd7cc26ddd49
 27809 | 00072116 | 3f3df7972af8108c0dc83979f5040c948c37ddca
 27810 | 00072117 | 886d9ee642433bb0b6aa79456c7698f879922163
 27811 | 00072118 | ca1f3d9e1f5f4a7807224feb285ecdf05616ec76
 27812 | 00072119 | 288d0e813903d489969709b8c344327f900988b8
 27813 | 0007211A | 72f3abad01fafb65fa42b29c0d8dd049de8a339e
 27814 | 0007211B | 47af22172095c51fda23bc38e8c4a8d939452bb3
 27815 | 0007211C | 4f05b3b667d8d77682bca712db6967b8d646791a
 27816 | 0007211D | 6484c7106ac47dfdc587ea8c20d4a0c9a2e11fcd
 27817 | 0007211E | 6bd28abd412322ae7f45810fb81167bc8594aec8
 27818 | 0007211F | 976b6b53ab0ce71bfc3aec2f77485af326d7ca32
 27819 | 00072120 | 23c3ce1709f77377495a8e69d7ef1393ed48b415
 27820 | 00072121 | a9315d345b234d766698d8f3f4cc5f9fcbc3e85a
 27821 | 00072122 | ea08801894c381d83f5f7f3c9d836fa9cbbdbf70
 27822 | 00072123 | e5acf75d627f9a70025feff24ebe101a52469d70
 27823 | 00072124 | 9fd65ff2cfa921c95ee6211997bbe00cb800024c
 27824 | 00072125 | 322e9fb31424975c7040583f6397230ec7be6420
 27825 | 00072126 | 4f298ce3eada06c29565922f40aa273293ffe4e2
 27826 | 00072127 | 8cdf18b8c1605136b69d4cb62a9d8d02d84a58a3
 27827 | 00072128 | 4895b33b2d3ad1d00cdc82b3dcefbd04c2979661
 27828 | 00072129 | fbb64a2808184c8b9f17303f5628860ae102e1f2
 27829 | 0007212A | 7c9360b2560578f4345a5255b495838b905b3ee5
 27830 | 0007212B | 369bb12cc756762e07891a03afb28fbae5d8e28f
 27831 | 0007212C | 4c88e7a21773269f14db804a718fa5ccd65850b8
 27832 | 0007212D | f3e40e8f5eed5295306fbba5d3845a83f0caf9d0
 27833 | 0007212E | f8c68b076f4ff79d9d94851d49bdd818ff0593e3
 27834 | 0007212F | 5d6f3ae9548d3ce750f15984e2ffd93c3de236df
 27835 | 00072130 | 649ede2e345b465e5986d087872341d5c1308c7a
 27836 | 00072131 | 6831e843989e6546d3474907258fff66538f013a
 27837 | 00072132 | d2b206d05e7da0abda09429de6811a87a8578a17
 27838 | 00072133 | 4e033a6c41526d104a0d98fcbb7cee6df0d8829d
 27839 | 00072134 | 69a5f176870b2ba1e65e33401600056891184123
 27840 | 00072135 | 4c9f28ab05cee5844043967a0c039d544482382d
 27841 | 00072136 | 46cb1929d6089c1480b4bde1d8d16d597dc6cc43
 27842 | 00072137 | 1573855ec19f37cfec7342f4f62eddf0f050cc3d
 27843 | 00072138 | 87a13da89fb795ad62ab60edfa3d6039931c93ff
 27844 | 00072139 | 3c1f2f4024b6d808a3682488ae24d5b57fce1afe
 27845 | 0007213A | d1cb93a32bca816eb7625b0da93f095e1f2ac630
 27846 | 0007213B | 75e2a4f459df5028403890bcf1d23f1507b77781
 27847 | 0007213C | 0c4d927293fc050689c67c764c91a5c9d9dcd34c
 27848 | 00072201 | e6c4b97aa052b459a455e86ee5c0419b36e3f13a
 27849 | 00072202 | 6c87531503c6026b586d0a3042b4ac1c553841f8
 27850 | 00072203 | a8bcf241e7284c512258cfd936792b2090075707
 27851 | 00072204 | a5609ee3e0103327fab56b17d7abef77ed39f860
 27852 | 00072205 | bbd30bbaf767f6e6a8512f786ed61694771c4734
 27853 | 00072206 | d83ac97618a710da26053f10038d961f5fbea5c2
 27854 | 00072207 | 8b654c51f2c273964bd05a390a8657b59c468cca
 27855 | 00072208 | 02be8571951c3b11da9245605b79d8c143ba6a49
 27856 | 00072209 | 3a4a0a21449c5c778fad61afb961f3dc89f828fb
 27857 | 0007220A | 394083442241f7d2bb056524fbce9c565cb8c3cb
 27858 | 0007220B | 3f232c0e46235aebe79445559e69f99cb140a1da
 27859 | 0007220C | 5183a8452d78e4a165f79b40162173eef8d2972a
 27860 | 0007220D | 3b1d86195be070015b485f1ff66bd12cef7901e5
 27861 | 0007220E | eb2b9ba0a1d4e0f74e3c1956be6ba68e4dde1dc9
 27862 | 0007220F | 18d4dfb4a51c8af972c1c7a7c96af4f5fee51e01
 27863 | 00072210 | 68933ed55afda238a394016f50fde80ed5d7088b
 27864 | 00072211 | b6ae33460afff0a79e567fe5ed63370abddefa91
 27865 | 00072212 | 90fa1ff0f29965949b1eee062d9f8dd7c7069380
 27866 | 00072213 | 9a13613ba923fe18f5c33f928c99a56c9418c87c
 27867 | 00072214 | bb3b0b9c75daa3a3e6cbf7a920dbdc1f5d948b11
 27868 | 00072215 | 137c03cc84567267ed88d4deb002149a0f3be1a6
 27869 | 00072216 | 30392def3a633fad3d0eb0afb1802fa2a7aeaab5
 27870 | 00072217 | 15234366db0b497e07bb033f571afeecfefb6568
 27871 | 00072218 | efcf7052b8fc0e35d9151a469354b3f8e15c6653
 27872 | 00072219 | 56bd6c5ff8b18468e656b56fd901fa978cbf8c67
 27873 | 0007221A | a5991ef57ebca509cfa7fd222adf69cda5e63ac9
 27874 | 0007221B | 595ffc0e32a29ebec2233d787bcfb740df9044c4
 27875 | 0007221C | d17bde65949a17c36350dc198193b9700fa90883
 27876 | 0007221D | 0de62276acd9004d87e87ff5cf64c1e44979196c
 27877 | 0007221E | fe47c85f9e65c39c9978f33c6ab3281016950828
 27878 | 0007221F | 767cfd111aa3b96ac562d23be163a062ea203beb
 27879 | 00072220 | 2f58fd7c71e66f68258d4cf0fb25d17d495c454e
 27880 | 00072221 | 6ce8c40170d0a7d8a0a3e8a72b85611546e20b75
 27881 | 00072222 | f99bacbe513a45a224eb28dfe1533f40f2963fc9
 27882 | 00072223 | 8fd1b26a56fa5ddafca0ea6dc5218af38272df82
 27883 | 00072224 | 09fb8d1e1c2145c3b9445537998d413c704f197c
 27884 | 00072225 | 328b6936042c4248eabeba5f8ee8d4db34cad8e4
 27885 | 00072226 | 9bad456a10eb62ace39a294405aa17e9b88fc09a
 27886 | 00072227 | ae68b51a9ac72dd1bf1084127417cb814d553c61
 27887 | 00072228 | 1d184897ed4bc7e281c2668f657dc4d19b51ef29
 27888 | 00072229 | 8e38d80a8af007c4ce8c0d177a2e579a3659952e
 27889 | 0007222A | 63fff743a88285b67a8fe42af8f98d63cdc037cb
 27890 | 0007222B | 16e0f1f065d20ef7b193c509445ea5d1f978f6f3
 27891 | 0007222C | 582fb547d43241f04e02f86857656440121542d0
 27892 | 0007222D | 3ed4b27bcd959e32f4d8aeabc376d0436ab5d354
 27893 | 0007222E | 5c2bd97630997d737d533f97a1b6bce2aa4e7a80
 27894 | 0007222F | 753dd41208bc85add11327f6cce19ae26e2c014f
 27895 | 00072230 | dc0d75464f6d379f41a267af16d4f52c2686fdd0
 27896 | 00072231 | 889c22ef592275e506792a8545f60e9e27dc6376
 27897 | 00072232 | dfceb3c91bcc59f8b9b57536af4f549ca3ba7cea
 27898 | 00072233 | 6e31b915c358ec8117d1eee99627f900b213f5b8
 27899 | 00072234 | e145dfab0b6c3fe44432f1986e177f6594816a49
 27900 | 00072235 | 124e9f91779f1c10eebc8caa1b9ee5469b77836d
 27901 | 00072236 | 6ed0a80c1ffb796e784ab5a4a54c33d99cc20b1e
 27902 | 00072237 | 53103d9f26be3e057051344f35bf79714538e77e
 27903 | 00072238 | 38bbb8e3a0714192949084f122827259866867ae
 27904 | 00072239 | 6d49a0e0b27e1a3609aadb4637b182c11db28d18
 27905 | 0007223A | fa8c3a3981bf0320891d83691d5aebe9d221082c
 27906 | 0007223B | 5a703910454008b13018d3ab2c41519ffb02801b
 27907 | 0007223C | 876ff969417c7cc631b603a3df99f9fdaebe3ea8
 27908 | 00072301 | 77660e20d43e103ad7ca2761325b36e7c88a78c9
 27909 | 00072302 | 5aed5894f0c5231c065d9403fe948e6e93b50714
 27910 | 00072303 | 9544d30bfca7d7ca172e605adeeff6602e16072f
 27911 | 00072304 | 3abd4259de09d4ce526c7dcaf15080d8875d1f34
 27912 | 00072305 | a704ab425674814d316803bdcf3b6ae338b9d7b8
 27913 | 00072306 | 44ba66e74643a267a678eacfb15f9547b6f736cd
 27914 | 00072307 | ea2e079967960000fe7dd97c12836473b24fb751
 27915 | 00072308 | 88d3f04609968cfc93dfc94c7212f840b9560ac8
 27916 | 00072309 | 4a5c48097e3a5602c2268ed08c67b88cde118496
 27917 | 0007230A | 3bc210ac4fb171e207ac7633b87f125142e2f36a
 27918 | 0007230B | 396e270eea7a512a56470c47d2a0b6e02665c274
 27919 | 0007230C | d9caed675c148f60cd0c234026855d067ce50721
 27920 | 0007230D | 30ca0c54dc4de8d5138a183ff2e3284d2e4d07d4
 27921 | 0007230E | 308e6533b4468b7eea9032155f9b7dfbf934e058
 27922 | 0007230F | 6711091635eb43480cd52ab8a5dd50652e9ad828
 27923 | 00072310 | c40918e8c770456d6412285e993d4083f3b62d7c
 27924 | 00072311 | 1e92a70d9c114f38d8534b28f7ceeeeb08670c1d
 27925 | 00072312 | a0e5a61b8d884d22014f1b0ffdc1275b26b19a7f
 27926 | 00072313 | 237d38966dfb7e1256183152caaa01e3f4197898
 27927 | 00072314 | de12d76d59620d4213becf5017203934ff857f01
 27928 | 00072315 | 0759c8087d24757c4306401404b9f1379bc6655d
 27929 | 00072316 | e7ee7977e6fa0714c57e593371a4c0f899e6010b
 27930 | 00072317 | e5e15acdfac771e7debee24785705614da45bd17
 27931 | 00072318 | 5858219c6aa13914103d89b011f176622a514254
 27932 | 00072319 | 31a9310a49a1d00ef711e1dde42b0585cafd2d62
 27933 | 0007231A | 56a87aae9af398758bb6abe48c74abc29ecf6212
 27934 | 0007231B | 0290d3360e281f9b0dfaf39eb455e611d2dc4981
 27935 | 0007231C | 1bdb1518465b6eaddd672be93a918a339cff2399
 27936 | 0007231D | a548594a77b86517789e1ea92bf47623b136e250
 27937 | 0007231E | b3cd3b58f9f24273dd9190b0dd15552c7fb33ea9
 27938 | 0007231F | b5273949b668db2cdd950a8e3635d02bb40e183f
 27939 | 00072320 | c278a029ec517d999048cf130e5d2089bf121996
 27940 | 00072321 | a62f703a72e23eeda701b2fe2cf50c7c9c0d17e1
 27941 | 00072322 | e989c0bf9f799f413c3ea1d4f46fa623eb84f208
 27942 | 00072323 | 3cea452352afddc6161c58f3191fb481393aa450
 27943 | 00072324 | 7465a80a0c5e66725d49600b327ae7a36a9364f7
 27944 | 00072325 | d55726d3e3a8197d2608a6eec8d7173edfb2d191
 27945 | 00072326 | 5fa6c798814dd3a132a79de89c7e3b6213d71b1d
 27946 | 00072327 | 1848b680b4d7cba639f7a09685f030a150742c76
 27947 | 00072328 | c6ecd58f38006487926e71722d9d5f1a25728fd1
 27948 | 00072329 | fa452c65662a20cb370d7c179610412285d0557e
 27949 | 0007232A | 092a0830542cf9c49153be6a64995fc221294c82
 27950 | 0007232B | 842527ff110b249da70a631cb73b278e244f57b8
 27951 | 0007232C | 18a8139d7370e52f020d35e6a785f30e009efe04
 27952 | 0007232D | 4a7a52a721c14854803ec20ef71d5734cfc52f48
 27953 | 0007232E | d8e329acfea120a9b0eaaef8ae5bc3004ff87e9a
 27954 | 0007232F | 7888e636fdcfdce0ae3003384d451fc7fffcac25
 27955 | 00072330 | f24cd2c227bd9cdaaea7d638b9c722d6431c8a1f
 27956 | 00072331 | 26320567dd0cc14437bd1ecba8acaa710e9d4add
 27957 | 00072332 | 790bb540dccc3899d6cc5db7cd23670271aaa8e2
 27958 | 00072333 | c6aa725c64deb0450ac6280d82627be1fe3aee6f
 27959 | 00072334 | e47d59742e4bc0e403e7cbacc05dab9e77ba7b7f
 27960 | 00072335 | b1624992c4a99b3a335c6cd61190d42ffab97fef
 27961 | 00072336 | daff9bc5f5cd579680a1fe7faf5e8c14179f09fa
 27962 | 00072337 | 519ba2693196f6ebe962b00b4fcff19f541d9062
 27963 | 00072338 | 95c3d9320d70e7f8a5a113abc29cc36bbec693b9
 27964 | 00072339 | 353be582b5d0d44e543d8df332e483ee9828d602
 27965 | 0007233A | 22e68cc0fb477d3c0b7bf8d5225adf1cd1bd6b8f
 27966 | 0007233B | d36a57ecf3d6dec53bf34780c766935bc087d7d1
 27967 | 0007233C | 299fb0ecb60438b36a0ea9948dcb494578c969a3
 27968 | 00072401 | 110d4a0ba3bf16794c6f0f82bcb859bdb7326be7
 27969 | 00072402 | 3959895736f1d113ab9eb93b0d345738ba678c36
 27970 | 00072403 | 69a8d531e9f6a5ff5d779c5a8fb3de311f11217a
 27971 | 00072404 | 0b001262732736e0d8efb3fb89b47f03fe9dd0c5
 27972 | 00072405 | 9f8a9894fa2509a92376f1ad06c2e7e30c12f8d4
 27973 | 00072406 | e26e72b02ba745376ea1955a5520276d39bdfa98
 27974 | 00072407 | 547d732227e06fe23ff9e2a3301aa9009a9d25e9
 27975 | 00072408 | 34a9e61a6d1593eac4c10d6a7e6a85b983ee4200
 27976 | 00072409 | e3ccd05fef05e6f735bb90755e77a25bcb0cc7ed
 27977 | 0007240A | 31683cbdeecdb4f7513a5c00bc565049c8c9c831
 27978 | 0007240B | 5ffb4da3d4aa157f3e6cf868561c26c65dd005e5
 27979 | 0007240C | 2436792ecb71923a6283f5bd28cbfc602c60da4d
 27980 | 0007240D | d1a50d7541e8091b1047919ad1ad1d9f8b29a5dd
 27981 | 0007240E | cb95777853e2582788f79a50801772a0d82e3f26
 27982 | 0007240F | ef3601a46b8573c418ffc4805dcc6e3e771f8896
 27983 | 00072410 | 932b269080d709d40ac2e17c67de4e313df60c91
 27984 | 00072411 | ceb89f0052fe8d1e9ba981ab0e185f02b88e1707
 27985 | 00072412 | 5470609e56a8c866eeca08e0c5f2d6ffb5e0f821
 27986 | 00072413 | 27efd2b42bfc5ff744c649810071f59dd1cf60d1
 27987 | 00072414 | 5cc491a1206bc6acae8981f402979eee0e0c93e3
 27988 | 00072415 | 26a86183c93057502d14b4b77b164b8bbae8c627
 27989 | 00072416 | 17b03be9cd3861d2eaf64c8a5633705fd5eb42c5
 27990 | 00072417 | 1fe2350b488e86246db3ddee6d09d55d5c3507bc
 27991 | 00072418 | 91f023854d95b570387145342ac09ffd424a39c8
 27992 | 00072419 | 08bdf790394d151d1aec7e7fbedfe32e7c8bb010
 27993 | 0007241A | 42877f90e3d87db3960c6321aa3199990aa75f76
 27994 | 0007241B | bb8495d0f95b8d030e1192cd2d5b839274c8eb15
 27995 | 0007241C | 33903df880af3711eb98737834d3b878c001d25b
 27996 | 0007241D | 7dd1e96d8ff4b9ca654e3b070c60254cceea5370
 27997 | 0007241E | 57579544133d329e871bd4d72dccc6ecc65f20bf
 27998 | 0007241F | 4b8565625604833b271a895cbe40a526f2158b23
 27999 | 00072420 | 324558173fb588c797ecf55a809083dfa623e075
 28000 | 00072421 | 90f1c06054ee7b28b6ec29a2e526df9335fec1c6
 28001 | 00072422 | edeaa9ee90636a58ac4ccad16231d0629c54fb03
 28002 | 00072423 | 201802ed644db674284472c5847b585a170a4f47
 28003 | 00072424 | 7e86cc11e9cd1d28147f905180a92f9e38f1d9e5
 28004 | 00072425 | fa28eb50100bda76d17ace6efdf42162d8fd6a47
 28005 | 00072426 | 9d83dfa90f3f69625aab53c1ffec3e080000b634
 28006 | 00072427 | 4ff09efcd460b6ff9cad9f1877753286d6c5da50
 28007 | 00072428 | daa0f8c8fb0bb6d86a4a6568bfb060b2a5077f20
 28008 | 00072429 | 7928ad1a9e6da6b8d84b8d479eb2a1355de65700
 28009 | 0007242A | 666bd3d2cebf01816dcc42735d121a0a02d1d0a1
 28010 | 0007242B | 1d53bf9085a8cb4a357ecb07216622fd9aa2f4c9
 28011 | 0007242C | 46e8051ef6a25f1d34c7ee70ea25d99edcced331
 28012 | 0007242D | e7464110cabd05dfb9d19a9438e399c0d7e64986
 28013 | 0007242E | 776a80d53f8b68f82e340d70831d3bb5b9044e7b
 28014 | 0007242F | b66e32c2a0223105f621ae7b0b9316e16c4151c6
 28015 | 00072430 | 0c137ccc27de147d0e89b4097e7bd464514c470e
 28016 | 00072431 | be70cba07484c50915074f30016d35f90c4f37aa
 28017 | 00072432 | 18f09a82e03a1540fafc35d0c5292599bad5b253
 28018 | 00072433 | 9dd839b1b96da0944917c3ee202403302191a5d0
 28019 | 00072434 | 01de98e1ecde93147bb199cb4caa029afdf1e498
 28020 | 00072435 | 0a66b5c49efa8e2476c9f406b3f668e3ae1824d4
 28021 | 00072436 | eec4d79f79e7839c0eb54265a2055483435c7111
 28022 | 00072437 | f0fef9d8b5c365dccb86a8bf0f842911d14a5cf8
 28023 | 00072438 | 0607fb8201d72602ddbcac9f2bd0b1286e786c7b
 28024 | 00072439 | 35067c1afa7da300da82009eeafc0f3c5a22210c
 28025 | 0007243A | 30f72d8935f7b3fff96e39b6ee46a31c7e286019
 28026 | 0007243B | 0a2942b1f99da0f74bb2ffb8b549fa813fed0aa2
 28027 | 0007243C | 1afff6296a7dc339740d498936c369b575578830
 28028 | 00072501 | 959e34942c73860166187bf008667e0e8f162f9b
 28029 | 00072502 | 022b777c9e42175318f08a3abe23a1bbfd521d09
